date,white_noise,random_walk,trend_series,garch_ret,garch_var
2020-01-01,1.1493768409578178,-0.2820290477899447,-0.2677108270474744,0.0,1.0
2020-01-02,-0.04473293418786798,-0.9138447368727254,-0.4133869046211883,0.8663974003575995,0.8500000000000001
2020-01-03,-1.4051643606769604,-1.0918022926184119,0.5224663976530937,0.23078667302654368,0.8425966683019611
2020-01-04,0.9661296810041061,-0.3340255316822247,-1.7763899618941108,0.4638005365973124,0.7320667079085681
2020-01-05,-0.370370609661107,-0.5614461624378811,-0.7103741290816368,-1.2230915139764078,0.6679200069890477
2020-01-06,0.3420034574210212,-1.0581708652315867,1.0812731994934361,1.4587733636177547,0.8087289333254033
2020-01-07,-0.6474594284795192,-1.2570024682104584,-1.617181448100187,-0.5475357095873918,1.0161861056204213
2020-01-08,1.6443017102336905,-2.528857652711343,1.2578547580554003,0.16956164119582817,0.9079181874873423
2020-01-09,-0.8765648241831969,-2.131826050417363,1.6714572076416998,0.8140982114045108,0.7806472225146274
2020-01-10,-0.33742975410617465,-3.918552644262273,-0.18909461638086258,-0.872038490067822,0.7739311626835055
2020-01-11,0.10744870269731638,-4.362674098627788,0.49221356902951646,-0.4806198809311587,0.7832125993707694
2020-01-12,-1.0921823270869582,-3.6032888897970445,1.3395279666145536,0.15856576523841778,0.7112193999885578
2020-01-13,0.33051952858759515,-3.3002406068643277,-0.22630822611967202,2.4098163362358465,0.622746985276693
2020-01-14,1.6119104774674902,-2.7099200338779372,1.1282965626103498,0.23763054225198366,1.4192798043797281
2020-01-15,-0.49046216069371046,-2.7749657065967464,-0.3905876728861826,1.9137147482527055,1.1938940846954282
2020-01-16,0.3951428190317255,-1.6052195256112296,-0.17700109092836974,1.3173843135941263,1.5544608884083302
2020-01-17,-2.7494353860385554,-0.6805203288414376,-0.4786951817598435,0.45882763004563865,1.5538939251822443
2020-01-18,-0.03892920048484066,-0.2343793245937631,0.6833285619202543,-1.2330847755366083,1.3246935592597902
2020-01-19,-0.31304228592620537,0.69316645271978,1.518690495451321,1.2197269434014877,1.3378295569568572
2020-01-20,-0.8184976024103849,1.4435900071233567,0.1966485909289279,-1.732783067178045,1.3434237180344164
2020-01-21,1.081450469628532,1.0041264937764665,-0.8704475567059904,1.8555128307587998,1.575119548112376
2020-01-22,-0.32624368162382816,-0.3397724179148671,-0.6618651389200823,0.2510141956149359,1.8265348182564811
2020-01-23,-0.17747748709358746,0.08058970792775672,0.8354811848975945,-3.581760032746416,1.520679073565217
